# q_A^-1 I sigma_shared_background
4.550000000000002931e-01 7.591018152244290162e-02 3.670357911548511980e-03
4.600000000000002975e-01 7.389580776650675475e-02 3.588976679058768649e-03
4.650000000000003020e-01 6.865163392739385972e-02 3.605041706907204883e-03
4.700000000000003064e-01 7.250067657167769131e-02 3.538078721016324393e-03
4.750000000000003109e-01 7.095167960905289506e-02 3.648317389175071822e-03
4.800000000000003153e-01 6.960707990379851051e-02 3.913436884115161461e-03
4.850000000000003197e-01 7.036128664794245868e-02 4.092007117598913182e-03
4.900000000000003242e-01 6.096491388364930208e-02 3.551848912437430110e-03
4.950000000000003286e-01 6.633918507771260908e-02 3.494940924023299915e-03
5.000000000000000000e-01 6.374400379300936004e-02 3.460992087658565277e-03
5.100000000000000089e-01 6.410870112052925729e-02 2.434758720809010544e-03
5.200000000000000178e-01 6.528898214489271823e-02 2.400487675480014564e-03
5.300000000000000266e-01 6.125297866502254357e-02 2.385905577906697987e-03
5.400000000000000355e-01 6.205291807200793291e-02 2.354223248572195719e-03
5.500000000000000444e-01 6.140143092534678521e-02 2.309905430311706091e-03
5.600000000000000533e-01 5.978961147726180592e-02 2.290321180248976879e-03
5.700000000000000622e-01 6.070943815067819660e-02 2.291495529049988444e-03
5.800000000000000711e-01 5.662365912538216278e-02 2.221747146420132574e-03
5.900000000000000799e-01 5.525401986475694111e-02 2.177222617652023635e-03
6.000000000000000888e-01 5.698276972115209199e-02 2.185303634726864803e-03
6.100000000000000977e-01 5.339995503799979670e-02 2.148019162294823124e-03
6.200000000000001066e-01 5.240978874336985754e-02 2.105267479279734465e-03
6.300000000000001155e-01 5.221459870397546915e-02 2.120556135192813978e-03
6.400000000000001243e-01 5.210562629683648112e-02 2.068305202156099035e-03
6.500000000000001332e-01 4.994163429928007158e-02 2.074623420275794033e-03
6.600000000000001421e-01 4.959044673586483071e-02 2.064758929966997378e-03
6.700000000000001510e-01 5.079834117654211806e-02 2.062164382737539589e-03
6.800000000000001599e-01 4.824743346992247522e-02 2.030032807927031457e-03
